,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
287,jamiehinkle,,,3966,800,19339,42,"DePopUl@tion:  Think about this.  Western governments are all using Spike Protein mRNA/DNA💉 which makes the body produce trillions of copies of INFLAMMATION.  China's vaccine is a DEAD virus, limited numbers of virus.  Dead virus is cleared rapidly.  Our 💉 are not working.",[]
288,tci92,Conservative Christian Wife and Mom #BAMA Grad #RollTide! #2A Military Wife #WestPoint #ProLife #Trump2020 #BLUELIVESMATTER NO DMs!!!,"Louisiana, USA",8220,7796,232155,551,"CANCER
Idaho doctor, Dr. Ryan Cole, reports a 20 times increase of Cancer in Vaccinated Patients.
""Post-vaccine, what we are seeing is a drop in your killer T-cells, in your CD8 cells,"" said Dr. Cole.
Who is a board-certified pathologist, &amp; owner &amp; operator of a diagnostics lab. https://t.co/ETyDWKuuWv",[]
289,PeterKellyBC,"Parent. Political. Ally 🏳️‍🌈🏳️‍⚧️. Mostly partisan.
Follows, Likes/Retweets ≠ endorsement. Don't add me to your lists. He/Him. genX","Vancouver Island, BC",2772,2815,98452,82,"TW: 

The BC Assembly of First Nations is calling for the removal of Peoples Party Candidate Renate Siekmann after distribution of this flyer comparing residential school to vaccine mandates. https://t.co/NhMLTuotpr",[]
290,zzazazz,Librarian.  USMC 1986-1990. Radioman.  Shadowbanned by Myspace.,,916,319,18779,0,@RepThomasMassie Spreading vaccine disinformation is killing Americans.,[]
291,Bdrabjr,Old Bay Area SF hermit...,,986,184,42452,0,"As long as you ignore the facts: 
the vaccine does work, that doesn't mean it's a cure,
650 thousand people have died from this disease,
40 million have been infected and a number are living with long term disabilites, if you ignore all that as reasons to take the vaccine... https://t.co/yVsBD6Ds5h",[]
292,AStarfighter,"I'm just a chill kid from LA, who loves having fun and being adventurous.",,172,12,311,3779,"You know why people are reluctant to get the vaccine? 

Because they don’t trust Fauci.",[]
293,melbaburns,Author of books to empower midlife readers & Writing Coach to those who wish to express their creativity and contribute their gifts to our world.,"Vancouver, Canada",149,77,260,1063,"At least seven conservative radio hosts and high-profile anti-mask and anti-vaccine advocates have died from COVID-19 in recent weeks:

Dick Farrel
Phil Valentine
Marc Bernier
Robert David Steele
Caleb Wallace
Pressley Stutts 
Bob Enyart

Please let me know if I missed anyone.",[]
294,KJ_King16,PDSB Student - Grade 11 - Canadian - Education,"Mississauga, Ontario",430,503,2419,0,Its embarrassing enough to not want to get the vaccine but the things they choose to take instead is what makes it 10x more pathetic .,[]
295,chang_dorena,Conservative See TobyBlessings Former PsychRN Disabled Chronic Pain Pt MAGA ❤️🇺🇸 #Catholic,"Garland, TX",1727,1026,22059,1296,BREAKING: Wyoming Gov. Mark Gordon announced today that he will be fighting against Biden's vaccine mandate.,[]
296,NandaOhByun,"EXO 
                Baekhyun ♡ Sehun 


Don't Fight The Feeling 🛰❤",EXOplanet 🌌,218,157,19155,261,"210916 sehun 🧼💌

“those people who are working (and) those people who are studying”
“it’ll be lunch time soon”
“i took the vaccine yesterday so i was resting”
“(cutely) my arm is aching but i don’t have a fever”",[]
297,TiGaTacTics,,,293,29,407,1,"The illegitimate Biden admin is bullying Americans: 

DHS released 40,000 Covid-19 positive illegal immigrants into the US without blinking.  

600,000+ US Postal employees are exempt from vaccine mandates.

The federal legislature and judicial branches are exempted too.",[]
298,VictoriaZapatos,Addicted to Zapatos,Los Angeles,200,48,6492,47,"In Queens, Nicki Minaj is a hometown icon. Twitter may have picked a fight with the wrong one this time.

She’s not a “conservative” and she didn’t even say anything against the vaccine. She asked a question and posted a Tucker clip.

That doesn’t merit a ban!",[]
299,ThatsNotAFlower,spoiler alert: Bambi’s mom dies,"Tacoma, WA",721,212,21560,2806,Please stop saying the vaccine doesn't have severe side effects. I took my shots and now I'm alive and have to keep working,[]
300,abbie_rubin,I believe in free and fair elections. I don’t buy into conspiracy theories. Facts only. ✌️💙,,137,40,3763,12,"In the 1970s, there were tens of thousands of cases of measles. By 2005, after the measles vaccine became mandatory, there were 66. Vaccine mandates work. https://t.co/BkHBoc3J2H",[]
301,_iamira,UMES21 SC:iirrauahhh SkinnyLegend🧞✨,"Maryland, USA",1880,1098,67323,1,I understand how people are nervous about getting a vaccine especially the history in America,[]
302,Starnesink,"Email: starnesink@gmail.com Check me out on Instagram: @starnesink
💎🎧 / FTCF / JRE / Church / TFATK","Piney Point, MD",325,28,6061,817,"i hope this situation opens everyone’s eyes to the fact that THERE IS AN AGENDA.

the government wants to push the vaccine as much as possible &amp; anyone in their way will be censored. nicki minaj did not downplay the effectiveness of the vaccine, just asked questions. OPEN UR EYES",[]
303,Anon76,,,277,31,1770,0,"@beth_nov @MaxWill01135266 @CNN It's because we're all fat. Sick people die when diseases roll through. A vaccine is available to them and they should probably get it. Healthy people can make their own risk assessment and decision. I'm not anti-vax, I just don't want it. A reasonable person would respect that. https://t.co/rhMNLA7UI2",[]
304,JDelungo,,,80,0,131,0,@victorthigpen24 @CohoKelly I'm not opposed to a covid vaccine. Many of us are opposed to adenovirus vector and mrna vaccines that create a protein fragment. It's not the same as live attenuated vaccines which are whole virus and have decades of safety studies. Risk/reward differs for different ppl.,[]
305,PrayerCanadian,"Retired, researcher,  truth speaker/seeker, follow back patriots, MAGA, MCGA,  gab@CanadianPrayerWarrior, Gettr-@Patriotlass",Canada,1090,948,28006,133,"Vaccine passports now in New Brunswick, brought to you by the ""conservative"" provincial government. Such bullshit.

Vote PPC on Monday, it's our only hope. https://t.co/FwNZMJQDFw",[]
306,piresnou_1,"Believer in Jesus Christ, Phil 4:13. Not perfect but I strive to be the best person I can.Freedom lover , truth-seeker, anti-fake news. Soccer/MMA/Boxing fan",Lionel Messi’s Trophy Room ,915,167,2142,296,"""I took the wrong chance, my son received the (COVID) vaccine and he died a few days later, the only explanation given to me was an enlarged heart,"" explained the distressed father Ernest Ramirez. ""If I have anything to say, look down at your child...it's not worth the risk."" https://t.co/kspKhEHmfh",[]
307,LognRun,#BlackLivesMatter #Colonialism #Indigenous #CRT #DACA #SaveTheEarth END Exploitation of Marginalized People around the 🌎 ❤ Retweets Replies≠ Endorsements,#BeKindToEachOther #WearAMask ,5922,5568,67758,3,"""Vaccine hoarding by rich countries and profiteering by rich pharma companies when millions across the world are being denied protection are not only morally wrong, but also shortsighted and dangerous."" https://t.co/9RC0H6Fvib",[]
308,bswhite,"Happiness is like peeing in your pants. Everyone can see it, but only you can feel it's warmth ;)","Calgary, AB",126,27,381,366,"Sounds like Albertans will be getting the ""I Can't Believe It's Not A Vaccine Passport"" passport, thanks to the ""I Can't Believe They're The Government"" government. #ableg #covidAB",[]
309,Patrick93293056,Christian; Husband; Father; Grandpa; Independent thinker; Sportsman; like beer; RTs are not necessarily agreement.,"WISCONSIN, USA",125,17,1700,392,"CNBC: FDA staff declines to take stance on Pfizer’s Covid vaccine booster shots, citing lack of verified data",[]
310,Christyw277,I Am Woman Hear Me Roar! Let's do this! The time is now!,IL,7219,8067,172029,735,BREAKING NEWS: Twitter suspends Nicki Minaj‘s account for tweeting dangerous vaccine misinformation about “swollen testicles” to her legions of followers. RT IF YOU AGREE WITH TWITTER’S DECISION!,[]
311,Kenfreaky,Hairdresser•Adventurer•Momma Bear,"South Lake Tahoe, CA",559,56,1880,2807,Please stop saying the vaccine doesn't have severe side effects. I took my shots and now I'm alive and have to keep working,[]
312,DevinPrezioso,Politically Liberal 🌈,San Francisco,233,37,695,0,Okay @POTUS now that we have had a massive vaccine effort don’t you and @FLOTUS think it’s time for the Inaugural Ball you sadly missed out on!? I would answer that with a YES!,[]
313,odg1967,ネトウヨ、コンサル、乱数、各種営業用っぽいアカウントはブロックすることがあります。悪しからず。,超時空大都会,746,3970,174451,42,"Elvis Presley Gets the Polio Vaccine on The Ed Sullivan Show, Persuading Millions to Get Vaccinated (1956) @openculture https://t.co/m3uGOELWQw https://t.co/wRUWP8TdMf",[]
314,kihcokimaw,"Round dance, pakisiwin and ceremonialist. 
Herbalist, Hunter, Fisherman, INM, BLM, MMIWG. 
katipaciket 'unchaga askiy' - traditional pursuits practitioner.",District of Athabasca ,3090,679,32402,82,"I was part of the very large group of concerned Albertans who raised concerns over the summer. Literally, NONE of us were calling for “hard lockdowns” over the summer. We were calling for mask mandates, contact tracing, vaccine passports and air filtration. #FUKenney #COVID19AB",[]
315,GStein269,"MBA;JS No DMS, thanks for understanding.#BidenHarrisWON #VoteBlueInGeorgia #WomenSucceed#TheResistance  #YesWeCanAgain","Wisconsin, USA",4990,4413,69433,0,"Nebraska Dept. Of Health and Human Services-In 1954, polio was a terrifying reality. The vaccine began as a large clinical trial of 1.3 million kids around the country. They called themselves Polio Pioneers… https://t.co/kaiQJ8ytxd",[]
316,moistdaddy10,,,531,129,25599,218,"and to the people that don’t know that there are insane cases due to the vaccine, here are REAL PEOPLE with REAL CASES. https://t.co/LuNN7M4pxG",[]
317,ibw23,,,280,30,1255,4,@revrrlewis Bachelor Party &gt; Liquor &gt; Coke &gt; Strippers &gt; Raw Dogging &gt; Hangover &gt; swollen balls &gt; lava piss &gt; positive clinic results &gt; COVID vaccine alibi &gt; Wedding canceled &gt; cousin tells Nicki &gt; she tweets the big lie &gt; United Nations hearings,[]
318,itsahmedyall,,,247,219,33875,46,i genuinely encourage y’all to watch this if you’re struggling to understand how you are protected from covid if you can still get covid even with the vaccine https://t.co/sthkUntolk,[]
319,riarenouf,She/her. 🇵🇭🇨🇦 Award-winning Pinay-Canadian journalist for @citynewsvan & @NEWS1130. Living w/#BPD & proud. IG: riarenouf☺️ 📩: ria(dot)renouf@rci.rogers.com,"New Westminster, B.C.",1625,5043,56834,2807,Please stop saying the vaccine doesn't have severe side effects. I took my shots and now I'm alive and have to keep working,[]
320,stelenj,People should be who they want to be. Sarcastic as much as possible. Tired of the bullshit. #Resist,"New Jersey, USA",4989,3382,41917,0,@ericowensdc Funny how none of these people pushing this story mention Trinidad had been using the vaccine made in China and none of the vaccines we use here...,[]
321,lasj45,"Patriot, mom, wife, dog lover, sci-fi fan, free speech absolutist",🇺🇸,1030,1181,110808,1165,Asking questions about one vaccine does not make you an “anti-vaxxer”. But asking no questions does make you an idiot. https://t.co/rKquHrBYto,[]
322,mrkrabsrighteye,she/her || anti-beatles 🤠,Australia,330,122,3269,1898,your science teacher was handing back your tests face down but you wanna do your own research on the vaccine 🤨,[]
323,dvrk_clxvd,For Fun |,,277,272,5657,187,"At this rate, Nicki Minaj is on track to become the 2024 Republican Presidential nominee…

✅ Defends rapists
✅ Spreads vaccine disinfo
✅ Lies about social media ""censorship""",[]
324,PhilDeCarolis,Follow at https://t.co/obrjpQYRWN for real-time liberty based news. Also visit https://t.co/5leXf8Kfg9 and https://t.co/sElznGA1r2,"Southern California, U.S.",35,3456,1518622,2260,"THIS. 
They’ve been censoring, cancelling, deleting, and lying about every single person who asks simple questions about the vaccine. The entire mainstream media is after @NICKIMINAJ and she did nothing wrong. 
Evil is real. https://t.co/tMxVkSVzJO",[]
325,BBeavan,"Radical Downtown Urbanite Conversion Therapy Survivor, Former Co-Chair of the Gender & Sexual Diversity Caucus, 🏳️‍🌈LGBTQ2SI+ Advocate. Demisexual #PfizerBoy","Calgary, Alberta",1472,2428,4609,47,“Proof of vaccination restriction exemption program” is the longest name for vaccine passport I’ve ever heard,[]
326,David31193794,,,131,48,33019,6,".@ACOSS CEO @Cassandragoldie warns against leaving high-risk groups behind with focus on overall #COVID19 #vaccination targets of 70-80% - rates must be raised across all groups including those on lower incomes, First Nations, ppl with disability. https://t.co/2QAx04UlFw","['COVID19', 'vaccination']"
327,vicksiern,#MAGA. I will spend as much time trying to save America from Socialism as I can so my children and grandchildren will continue to have the freedom.,,19823,18181,187768,1,Do you think the Covid-19 vaccine is safe?,[]
328,broymedia,mexicanchoctaw https://t.co/t20rLkTRDp :insta is br0ymedia. https://t.co/CVVMpTXvh2 i do some customs retermed yt ndn on tumblr 2014:15 it is an insult.,Big River ,1213,593,74929,15577,Nicki’s cousins friend’s testicle after getting the vaccine https://t.co/dqPs9U00p9,[]
329,crobert2118,"#USMC, retired LEO, husband, father.
🚫Dates 🚫DM's 👫",Uranus.,3831,2735,81029,1296,BREAKING: Wyoming Gov. Mark Gordon announced today that he will be fighting against Biden's vaccine mandate.,[]
330,Midgedog,"Hug ppl you love, more. #BTC #NFTs #Crypto #DYOR Discord: Shmoo75",South Coast,1561,1116,12649,1144,"Just FYI, here is where Sweden ranks among the top 40 countries in COVID mortality rate despite no masks and no strict lockdowns or vaccine mandates

It’s an impressive triumph of media gaslighting that essentially no one is aware of this https://t.co/aOvw07EMbX",[]
331,DivineBrianne,no weapon formed against me shall prosper.,New Orleans,1935,3530,52499,15,"The flu killed 34,000 people in the 2018-2019 flu season according to the CDC’s website, but the vaccine mandate supporters never looked at someone giving someone else the flu as killing them, and the flu shot has been available but never mandated.",[]
332,shalom08,#Christian | #Gay | #Torontonian Philippians 4:13,"Toronto, Ontario",2094,1661,104006,1377,"SHOCKING: New Zealand reported 27 total deaths “with” COVID-19 &amp; 40 deaths possibly related to the Pfizer vaccine since 2020

This week they reported 0 C19 deaths &amp; 3 deaths possibly related to the vaccine 

Making the vaccine more deadly in theory to NZ’ers than the actual virus https://t.co/Om3OrVe7cs",[]
333,WhirledCitizen_,"US - 70th/World: # Women in Politics. Hillary fan 25+ yrs. Liberal, logophile. Don't let bastards win.End ALEC, Koch bros. #TheResistance #NotMyPresident",,5803,5307,570648,179,"NEW: Pentagon press secretary John Kirby says just under 88% of active duty service members have received at least one dose of the Covid-19 vaccine, and that figure grew by 11.5% since the vaccine mandate.",[]
334,emmaarnie,I’m not as funny as I used to be because I’m not as sad as I used to be,"Fredericton, New Brunswick",186,75,3769,1898,your science teacher was handing back your tests face down but you wanna do your own research on the vaccine 🤨,[]
335,just1momentpls,Starting over on Twitter after 4 yrs of being off. Here I go again. Politics and yarn hoarding. Pfizer/Moderna protected #vaccinessavelives. She/her,,120,29,3230,10,"Recap: 

- Proof of vaccine in Alberta for businesses that don't want new restrictions
- Gathering limits are back
- Alberta may send ICU patients to other provinces
- Kenney apologizes, but not for lifting restrictions this summer

#yeg #yyc #ableg #Covid19ab",[]
336,indiespicee,god is a woman,she/her 22,966,1546,39336,0,-black leftist and vaccine enthusiast,[]
337,Pes04583469,"Lover of freedom, hater of oppression, tyrants masquerading as health officials, and fake TV doctors. #VotePPC to end this madness.","Halton Hills, Ontario",316,138,4441,69,The logic is clear. Implimentation of lockdowns is an admission that Canada's single minded vaccine strategy was a failure.  New fresh leadership is required. https://t.co/RR3jYL6CzU,[]
338,NicoleMGuerrero,she/her • Black Lives Matter,"Philly, Philadelphia ",408,381,15973,890,Nicki Minaj please log Out for me babes 😔 Attacking Joy Reid ain’t it. It’s okay to be VAX hesitant however what u said about her was unwarranted &amp; distasteful. AS We speak 🗣 GOP are using your tweets to misinform the black community about the Covid vaccine 💉 https://t.co/qjvy3kHWg8,[]
339,spencerborrett,Mug Club member,,189,147,5646,1377,"SHOCKING: New Zealand reported 27 total deaths “with” COVID-19 &amp; 40 deaths possibly related to the Pfizer vaccine since 2020

This week they reported 0 C19 deaths &amp; 3 deaths possibly related to the vaccine 

Making the vaccine more deadly in theory to NZ’ers than the actual virus https://t.co/Om3OrVe7cs",[]
340,truth_julie,I support President Trump 🇺🇸 ❤️🇺🇸 Michigan - My Governor is an idiot.  #Factsmatter  Having to build back my account from 0.  NOT a BOT It’s really me..,Michigan,267,175,3937,0,"@Laurenmcc777 I’m so sorry.  If you don’t mind me asking, how old was your friend?  I only ask because my oldest son who is 28 got the Pfizer “vaccine” and I’m not sure if he will get the booster when available.  I’m just gathering info for him.",[]
341,KristiCookies,,Houston Texas,104,24,80,0,@CNN Get your vaccine!,[]
342,SilverbergThor,,,120,96,89090,4436,The fact that the @GavinNewsom’s margin was higher against the recall than his blowout vote for Governor in 2018 should tell folks that the GOP’s position on vaccine requirements is a losing one.,[]
343,madidoubleu,cold bitch winter,she/her,623,1663,68511,8826,i got the vaccine the minute i was allowed i would never “””do my own research” i failed 11th grade biology 3 times,[]
344,sleepyb4rd,22. He/him. Artist. Cosplayer. Semper Curibrosus.,,507,146,7815,1898,your science teacher was handing back your tests face down but you wanna do your own research on the vaccine 🤨,[]
345,kensatoni,ey/any | ENG/MAL ES/下手日本語 | enby | lesbian | BLM/ACAB | virgo | INFP-T | stan þ | multifandom | sw pain | sub 2 techno🎗,,1407,418,81985,93,"i love doing ""liberal gatekeeping"" which is to try and stop more vaccine misinformation from spreading at a time when ICUs are filling up with people who refuse to take a safe and free vaccine. also, yes tucker carlson is a white nationalist. https://t.co/lFFuWBhOKL",[]
346,AmazeDr2be,"Hip Hop Homesteading Mom, Psychology Student, Alpha Chi Member, Future DR, Ordained Minister,Alternative Medicine Practitioner,Sapiophile,Survivor",Survivors Dm Me If U Need,4640,4002,26147,1063,"At least seven conservative radio hosts and high-profile anti-mask and anti-vaccine advocates have died from COVID-19 in recent weeks:

Dick Farrel
Phil Valentine
Marc Bernier
Robert David Steele
Caleb Wallace
Pressley Stutts 
Bob Enyart

Please let me know if I missed anyone.",[]
347,kerriestodd,Love my family....#pro2A #pro1A #keepworkingAmerica,,338,138,941,1166,Asking questions about one vaccine does not make you an “anti-vaxxer”. But asking no questions does make you an idiot. https://t.co/rKquHrBYto,[]
348,pmsolo27,,,886,404,100537,59,"The hypocrisy is overwhelming

https://t.co/V03i9vhW1g https://t.co/0oaAaxBaj1",[]
349,jprzada,Life is simple but we insist on making it complicated.,Far from craziness,135,104,18691,2260,"THIS. 
They’ve been censoring, cancelling, deleting, and lying about every single person who asks simple questions about the vaccine. The entire mainstream media is after @NICKIMINAJ and she did nothing wrong. 
Evil is real. https://t.co/tMxVkSVzJO",[]
350,Ruby_Deez,Enigma. Foodie. Kale lover. Cannoli’s momma.🐶,looking for the silver lining,552,278,43646,0,"Random, but why can’t I remove my titties like velcro? It is 2021!!!!!!! Yall came up with a vaccine in a PANDEMIC! I can’t get my titties removed with EASE?!?!",[]
351,FlowerElevation,"I don't block users, as I'm armed with facts 
🌊🌊 #FactsDontCareAboutYourFeelings #ShineMyShoesGOP #NOStudentLoanRepaymentBEFOREReparations #Resister  🌊🌊",,1203,447,5132,13,Almost day 4 into the battle &amp; I’m still just in shock that Nicki never once told people not to get the vaccine.,[]
352,kingsizetshirt,He/they | dolltwt acc: @oversizemuffin,shigaraki my love,444,269,17423,93,"i love doing ""liberal gatekeeping"" which is to try and stop more vaccine misinformation from spreading at a time when ICUs are filling up with people who refuse to take a safe and free vaccine. also, yes tucker carlson is a white nationalist. https://t.co/lFFuWBhOKL",[]
353,SavageQueenBar2,Savage Head Barb Coming to drag your favs!,,163,58,1474,7,I bet 80% of you loud btches haven’t even got the vaccine… y’all just wanna be màd at something 💀,[]
354,Stillhe15772553,,,619,240,20404,1380,LA plans to announce vaccine requirements not even 24 hours after the recall election. Coincidence? I think not. It was all about protecting Gavin. Now the flood gates of tyranny are about to bust open.,[]
355,MapleHamwich,Just a Dad. Living life. Doing Dad things. Video/Board Games. Books. Fitness. Tools. Outdoors.,Nunya,224,46,4317,10,"Recap: 

- Proof of vaccine in Alberta for businesses that don't want new restrictions
- Gathering limits are back
- Alberta may send ICU patients to other provinces
- Kenney apologizes, but not for lifting restrictions this summer

#yeg #yyc #ableg #Covid19ab",[]
356,WyattWyattnr,,,710,147,5798,351,"So @NICKIMINAJ simply asks everyone to pray and think before taking the vaccine. Meanwhile, Joy Reid and her radical left ilk, condemn and demonize Nicki for simply sharing her truth. These radical leftists absolutely disgust me and many other rational Americans. FATWO!",[]
357,Onyxcah,"Child of God. Redeemed. Southern transplant living in the Northeast. Moderate Democrat. Kind. Lover of the arts, travel & design. #BlackLivesMatter",United States,899,108,8798,735,BREAKING NEWS: Twitter suspends Nicki Minaj‘s account for tweeting dangerous vaccine misinformation about “swollen testicles” to her legions of followers. RT IF YOU AGREE WITH TWITTER’S DECISION!,[]
358,SarahVVV,Obsessive concert attendee.,"New York, NY",70,178,1847,0,"@threesunrises @Laurie_Garrett They did the medically useless thing where they require at least one dose of a vaccine or a negative test. So you could have zero antibodies and no test and walk in if you wanted. 

Unfortunately that is NYC's legal minimum for music venues so many places are doing it.",[]
359,CarolLaRue,#the Resistance🇱🇷,Colorado,6310,7118,469988,775,BREAKING NEWS: Italy announces that it will make the COVID vaccine “Green Pass” mandatory for all public workers and will likely soon extend it to all private sector workers as well. RT IF YOU THINK THAT EVERY WORKER IN THE U.S. SHOULD BE VACCINATED!,[]
360,DI0RJ0HNNY,ncit ‘24,she/her 18 yt/asian,2475,2526,124767,735,BREAKING NEWS: Twitter suspends Nicki Minaj‘s account for tweeting dangerous vaccine misinformation about “swollen testicles” to her legions of followers. RT IF YOU AGREE WITH TWITTER’S DECISION!,[]
361,dbui499,NC STATE Black Lives Matter ✊🏿 ✊🏽✊🏼✊🏻Kindness Matters! CFC #wethenorth,,1310,642,11942,2806,Please stop saying the vaccine doesn't have severe side effects. I took my shots and now I'm alive and have to keep working,[]
362,turboe4truth,the GOP is Cancelling America.!!!!  💕❄️❄️❄️🇺🇸🇺🇸🇺🇸,Oklahoma.  ,1470,1226,48002,735,BREAKING NEWS: Twitter suspends Nicki Minaj‘s account for tweeting dangerous vaccine misinformation about “swollen testicles” to her legions of followers. RT IF YOU AGREE WITH TWITTER’S DECISION!,[]
363,Naturals,"...Lover of Nature, good books, writing, coffee, healthy living, red wine, history & everything Art !! Ravenclaw",,4472,5437,26686,0,No vaccine for Chinese students but …? #Vaccines #education #LeaveTheKidsAlone https://t.co/Smeieyq8S0,"['Vaccines', 'education', 'LeaveTheKidsAlone']"
364,JaydenB_2k22,"I will have failed life if I don't get a gf who looks like Judy Alvarez
|Twitch Affiliated|",Pennsylvania,198,564,29344,93,"i love doing ""liberal gatekeeping"" which is to try and stop more vaccine misinformation from spreading at a time when ICUs are filling up with people who refuse to take a safe and free vaccine. also, yes tucker carlson is a white nationalist. https://t.co/lFFuWBhOKL",[]
365,SeeHateGoAway,"I will resist and fight back for mine and yours: children, grandchildren, and for the generations not yet born.","Utah, USA",9258,8780,158663,735,BREAKING NEWS: Twitter suspends Nicki Minaj‘s account for tweeting dangerous vaccine misinformation about “swollen testicles” to her legions of followers. RT IF YOU AGREE WITH TWITTER’S DECISION!,[]
366,positionschild,,far away,671,381,2426,0,@knewsheesh a big following. She needs to apologize for that. Don’t matter if she says she’s getting the vaccine. Don’t spread lies on the internet,[]
367,woopa007,"California, Latter Day Saint
GT: MeatSim7
Married to a straight babe",Around,158,30,503,0,"@d_herls @Nina_I_Kelley @ITCaliGirl @MeghanMcCain Half the time I read comments like the ones above I thinks it's legit satire. And then I realize people I really scared to go outside. And actually believe the ""vaccine"" protects them.",[]
368,lily95075891,,,1562,462,39382,1,"@cari_johanson @CARebelBase @FOXLA All those spike protein factories spreading immune escaped variants to one another from a vaccine that’s already obsolete… “bartender, I’ll have another round of adjuvants”",[]
369,ninonaprea,Ninon Aprea                                https://t.co/m9TZ4BGRvZ          https://t.co/M0Pb5nIeZp #bitcoin,Los Angeles,3494,2128,39373,0,#Modernaanalysis Those vaccinated last year twice more likely to contract COVID-19 https://t.co/CgbIzV5NrG,['Modernaanalysis']
370,KyealLawrence,"i Make Websites , and i know 7 languages ⠀⠀⠀⠀ ⠀⠀⠀⠀⠀",Trinidad & Tobago,1708,1835,40078,115,Trinidad Investigated Nicki Minaj’s Covid Vaccine Story — And Says It A ‘False Claim’ https://t.co/n3TsQUR7ML https://t.co/0LJCzy1x4T,[]
371,lalalalisa_sh,[ Fan Account ] JEN-CHU-LI-CHAENG 🖤🖤 EXO,,454,75,23716,256,"210916 sehun 🧼💌

“those people who are working (and) those people who are studying”
“it’ll be lunch time soon”
“i took the vaccine yesterday so i was resting”
“(cutely) my arm is aching but i don’t have a fever”",[]
372,tooty_mcgooty,Get off my lawn.,,703,149,4705,84,Vaccine passports are un-American. https://t.co/HyFiHWmpXk,[]
373,jorcrypto1,True patriot thinking outside the box,,1033,200,54747,112,"We're supposed to believe that with 79% partially vaccinated and 71% fully vaccinated, the 21% that are unvaccinated are making the situation worse than a year ago when AB had 0% vaccinated?

It doesn't add up.

Every lockdown at this point = implied admission of vaccine failure. https://t.co/2Wt23hmUUi https://t.co/FUrCeE70jY",[]
374,5899Kpb,,,677,482,241560,118,This is why vaccine mandates need to happen! #VaccineMandate https://t.co/bBlk8anzQL,['VaccineMandate']
375,Darslifemate,"I believe in God, Family & country. EVERY ELECTION VOTE BLUE! #TheResistance",U.S.A.,4423,3766,108615,113,Who had Nicki Minaj gets put in Twitter jail for spreading vaccine disinformation on their COVID-19 bingo card?,[]
376,shixqn,always by sehun’s side | s/her |,,525,640,25253,265,"210916 sehun 🧼💌

“those people who are working (and) those people who are studying”
“it’ll be lunch time soon”
“i took the vaccine yesterday so i was resting”
“(cutely) my arm is aching but i don’t have a fever”",[]
377,adriana805,Smile at someone every day it really makes a difference 💕,"Oxnard, CA",656,698,47574,7422,"LOVE ON TOUR. SHOP MERCH EARLY.
Friday, 9/17, at Capital One Arena.
Masks are required while shopping.
 
COVID-19 vaccinations available on-site. Schedule your appointment now with @CVSPharmacy: https://t.co/GwwJGxFOZ0 (Please bring your ID and if applicable, insurance card) https://t.co/vbNntmJbD9",[]
378,moistdaddy10,,,531,129,25600,190,"there have been so many cases of deaths, irreversible side effects, hospitalizations, &amp; more due to the VACCINE. yet NONE of them are getting reported. is that not scary???",[]
379,GeorgeCalandros,Husband. Father. Automobile Lover. Never give up on your dreams.,"Canton, OH",352,57,1886,0,"@RealCandaceO @NICKIMINAJ Confuse your followers in to thinking that since this happened in TRINIDAD, that it must be the same exact vaccine from here in America. 

As far as your attempt to “battle cancel culture”, can you show where she’s been “canceled”?",[]
380,lostnotfoundXO,MYJBJCKJS 82319 🌟,,129,42,43101,269,"210916 Sehun 💌

“Those people who are working, those people who are studying”
“It’ll be lunch time in a bit”
“I got my vaccine yesterday so I’m resting”
“My arm is slightly aching (he said this cutely🥺) but I don’t have a fever” 

Rest well Sehunnie 🥰🧡",[]
381,adolwyn,"Photographer, storm chaser, counsellor, and pop culture addict. Member of @prairiechasers. She/Her","Calgary, AB",851,9024,107955,0,@putouturlights We’ll all be dead. Covid can’t infect anyone once we’re all dead from the super covid vaccine resistant mutant variant.,[]
382,wzbeep,,,540,497,48214,2807,Please stop saying the vaccine doesn't have severe side effects. I took my shots and now I'm alive and have to keep working,[]
383,argentofisico,,in giro,193,391,75079,83,Pfizer says Covid-19 vaccine protection wanes after 6-8 months https://t.co/0HaMMUuldf,[]
384,BrigidStakelum,"She/her International Affairs and French double-major. ❤💜💙
WKU '20
Languages: 🇬🇧 🇫🇷
My tweets are my own.
Social Media Director @Compton4KY2022","Kentucky, USA",235,170,4256,0,"@CheneyForPrison @Johnath44330230 @VaushV I'm sorry I didn't critique capitalism in this convo about vaccines. 

Yes, her story was spreading vaccine hesitancy, and she supported Tucker using her story for the same reasons.",[]
385,KennyLSan,Film Student | Creative Genius | Hostile Progressive | Corgi Dad | A Goofy Goober With Damn Good Credit | I battle with Patricide everyday,,397,612,47736,1163,"The vaccine requirements under my COVID plan will cover one hundred million workers. Today, I met with businesses that are leading the way. Because vaccine requirements keep businesses open and workers safe. https://t.co/zx1J2oOOPx",[]
386,TabbyWindsor8,"Sometimes in the waves of change, we find our true direction.","Hoboken, New Jersey",388,118,5867,0,What falsehood will President Biden be pushing tomorrow? Details at eleven. https://t.co/yB0AhSgxZ7,[]
387,AmbitiousSwaguu,"Dream Chaser, Lady T",Be Unique Even If It Makes Others UnComfortable,2036,745,15919,0,@ThereGoesTonio My thing is what are the ingredients in the vaccine. what are the long term effects.,[]
388,nmdazed,27 • she/her,,305,269,10658,1898,your science teacher was handing back your tests face down but you wanna do your own research on the vaccine 🤨,[]
